did,handle,display_name,avatar,associated_chat_allow_incoming,associated_activity_subscription_allowsubscriptions,viewer_muted,viewer_blocked_by,labels_src,labels_uri,labels_cid,labels_val,labels_cts,created_at,description,indexed_at,uri,original_uri,verification_verifications_issuer,verification_verifications_uri,verification_verifications_is_valid,verification_verifications_created_at,verification_verified_status,verification_trusted_verifierstatus,viewer_following,viewer_followed_by,labels_ver,labels_cts_..9,labels_src_..10,labels_uri_..11,labels_val_..12,labels_src_..14,labels_uri_..15,labels_val_..17,labels_cts_..18,labels_src_..22,labels_uri_..23,labels_val_..24,labels_cts_..25
did:plc:uvdkj65ewl23i5eni3sn5krt,elacatstan.bsky.social,Ela 🏴,https://cdn.bsky.app/img/avatar/plain/did:plc:uvdkj65ewl23i5eni3sn5krt/bafkreiayznnu3uz3p3oihq2edoyway7zlkbrfjoneswtm445jhwhrqbfle@jpeg,NA,followers,FALSE,FALSE,did:plc:uvdkj65ewl23i5eni3sn5krt,at://did:plc:uvdkj65ewl23i5eni3sn5krt/app.bsky.actor.profile/self,bafyreiblgzevcgd6a7x6h446i2jgjxgwhkolotcbquwfnawu7hj6udu7ou,!no-unauthenticated,1970-01-01T00:00:00.000Z,2024-02-07T09:34:40.252Z,Anxiety pilled (she/her) 🩷💜💙🍉,2025-09-07T20:51:21.063Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:umwcuaofjvxsnl2dq6rzjbwl,queen-crafty.bsky.social,Teresa Collins,https://cdn.bsky.app/img/avatar/plain/did:plc:umwcuaofjvxsnl2dq6rzjbwl/bafkreidhp6vhrbii5xst3lhzwa6pk7wt7i5fvaac5znswxoy5srwqrhgn4@jpeg,NA,followers,FALSE,FALSE,did:plc:umwcuaofjvxsnl2dq6rzjbwl,at://did:plc:umwcuaofjvxsnl2dq6rzjbwl/app.bsky.actor.profile/self,bafyreidalfm2h7itpxp2ljr3gkhglt5gplmiekz6xht5evml63kasryiwu,!no-unauthenticated,2025-01-20T22:30:23.642Z,2025-01-20T22:30:24.513Z,"She/Her Dreamer of dreams, socialist and sociable. Nature, crochet, rewilding, history and animals hold my interest. Former migrant, now back in Ireland.  
Truth is the daughter of time.",2025-09-06T15:23:04.263Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:uglmkabammvs7mnukqjyhrkv,lynnok.bsky.social,Lynn O'K,https://cdn.bsky.app/img/avatar/plain/did:plc:uglmkabammvs7mnukqjyhrkv/bafkreicwig5v5vw75jz7jlxca2w3qwh3szyejvd4rgb2dw5ljvopnkiety@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-12-10T15:32:26.113Z,"Galway Gardener, garden design and maintenance. Lefty environmentalist, love  good public parks, and biodiversity.",2024-12-11T20:02:43.214Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:tls4kk3zrdqcnvxpgankozkf,vincentbyrne.bsky.social,vincentbyrne.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:tls4kk3zrdqcnvxpgankozkf/bafkreicceap2d7ot2tbj7b5xnddlinwi3utbeq5gqedn2nvsomcyooxs5q@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-02-01T08:44:14.789Z,"Public Policy, Hurling, Tá roinnt gaeilge agam. Enjoy running, cycling, GAA. From  Wexford, Ireland.  Doctorate in  Governance student.",2025-02-23T18:57:54.513Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:t3prxplcibafrt4gpm7tz7uf,culturalfatwa.bsky.social,Tracking 🛸,https://cdn.bsky.app/img/avatar/plain/did:plc:t3prxplcibafrt4gpm7tz7uf/bafkreic7pmepvo43fux2kgxm65rdeh4lxdvyzrrkb7aj2pfdy3s53oiea4@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-19T17:00:46.889Z,"Pivot to Rococo 

https://www.mixcloud.com/krossie/",2025-11-28T12:31:43.690Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:qiyeq5scnwt6oxk6vjkrfg25,werslabber.bsky.social,Aodhán Ó'Coileáin,https://cdn.bsky.app/img/avatar/plain/did:plc:qiyeq5scnwt6oxk6vjkrfg25/bafkreibnycrnc6u63tfrgxzgcx4j73s6shogk4xxn2wwp4fajz62ov75iu@jpeg,none,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-14T21:23:08.275Z,"Belfast born. Galway domiciled. Here for the news and the views. Despise bots and their puppet masters. Ex-The Other Place, and happy to be cleansed of it.",2025-09-25T10:04:07.610Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:mma2azdxaw4dnahjjf6bhq6s,fearbronach.bsky.social,Cathal and Response,https://cdn.bsky.app/img/avatar/plain/did:plc:mma2azdxaw4dnahjjf6bhq6s/bafkreig6fnflt3hodt5hlap2dq3f2vcs2vg77dykv6obi4vdt723mbngxa@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-24T20:08:51.917Z,"Gay, trans, and Irish fat man with socialist ideation. 

FKNZIS",2025-11-12T15:38:11.417Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:mjaaokco5rf7sznptvztkmo4,myqueerheart.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:mjaaokco5rf7sznptvztkmo4/bafkreid6mkv6ws5ksodwq5n2rrt2uipfe4huezzec4hg3y2u4qaqxu74de@jpeg,following,followers,FALSE,FALSE,did:plc:mjaaokco5rf7sznptvztkmo4,at://did:plc:mjaaokco5rf7sznptvztkmo4/app.bsky.actor.profile/self,bafyreidx4yvplrdq54bub2xgrln26nkfajx62xnkxd3ubr6pxg23gosqli,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-03T21:00:31.248Z,"Wildlife photography. Social Justice Queer. 
He/him. No transphobes.",2025-06-01T00:55:57.007Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:lrp75lcp4mne6q4ocxwuinkq,jogil.bsky.social,Jo Ní Ghiolla Shúiligh,https://cdn.bsky.app/img/avatar/plain/did:plc:lrp75lcp4mne6q4ocxwuinkq/bafkreid5xpfaqv44csvnuhyqsyv54y6ahja3d6ubp6z54sixzpz45f72cq@jpeg,following,followers,FALSE,FALSE,did:plc:lrp75lcp4mne6q4ocxwuinkq,at://did:plc:lrp75lcp4mne6q4ocxwuinkq/app.bsky.actor.profile/self,bafyreigucq6ag7p5qjr3xhtsu2vtyzqzouxvery75fgzq3pyvielp7fmcu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-13T19:15:37.805Z,"Psychotherapist | listener | animal lover | lesbian | queer feminist

#SpeirGorm

She/They 🏳️‍🌈",2025-11-23T23:28:38.389Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:kkgis5ems3xkjdrykirgb7pv,niamhsbluesky.bsky.social,Niamh O’Connor,https://cdn.bsky.app/img/avatar/plain/did:plc:kkgis5ems3xkjdrykirgb7pv/bafkreifzd544gdbj7q72f7qwa6tsum2j7qohslxhgy4frnw7ipr7kalsv4@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-13T23:24:00.713Z,"Aviatrix, European, Feminist (a.k.a Niamhstweet on the other place) with a passion for politics.",2024-11-19T18:44:51.899Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jvelfy3ft5pant7jfsu4p637,lamhfada.bsky.social,Lamhfada ,https://cdn.bsky.app/img/avatar/plain/did:plc:jvelfy3ft5pant7jfsu4p637/bafkreifceer57reejwlcffz77wob5itcfobxtppac2h7a3szqsk6bwoxkm@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-08-09T12:40:26.626Z,"Irish, déghnéasach (bisexual), 🏳️‍🌈, 🇵🇸, Mental Health Worker, Leftist. 

TERFS and Fascists blocked on sight. 

Psychology, Philosophy, Phenomenology, Platonism, Paganism, Polytheism, Ancient History and Myth, nerd shit, RPGs,gaming",2025-05-30T14:31:57.707Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jr5xhxt5w6a2jqh2os36rkvg,ciara2001.bsky.social,ᚅᚓᚃ ᚆᚐᚔᚏᚇᚑ ᚃᚆᚑ ᚇᚔᚄ,https://cdn.bsky.app/img/avatar/plain/did:plc:jr5xhxt5w6a2jqh2os36rkvg/bafkreih73qv6rss52oow6222zwkgs6qlgiti73jself3g4fosgzsgolgym@jpeg,all,followers,FALSE,FALSE,did:plc:jr5xhxt5w6a2jqh2os36rkvg,at://did:plc:jr5xhxt5w6a2jqh2os36rkvg/app.bsky.actor.profile/self,bafyreiekjse6455k52pkqbly6fapsnetuldbhl4a6ixr3ipfu53ls7d3pu,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-05-21T17:12:47.907Z,"A lapsed moment of reasonableness
She/Her
Lover of utter randomness
Irish 
(something pithy. poignant and wird will probably fill this space at some point, yes I am doing a little experiment)
""For I have manifested my darkness and become god""",2025-11-19T20:15:50.691Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:jaghk4rwlrciav5aieckiiit,andyscollick.bsky.social,Andy Scollick,https://cdn.bsky.app/img/avatar/plain/did:plc:jaghk4rwlrciav5aieckiiit/bafkreih5aoiyrc5msynklh7h3gqd3qzsgjzld7nnli2y6bcfufs3y6mw3m@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-08-20T10:33:20.726Z,"Dystopia isn't in the future. Dystopia is now.

PhD complex adaptive systems, resilience | interactions between defence, security, climate, energy, democracy | former strategic defence planner, adviser to Ukraine's military | anti-fascist",2025-11-27T11:07:37.490Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:igl2ovdsclxzubsp5b6mglrb,regrone.bsky.social,Seán,https://cdn.bsky.app/img/avatar/plain/did:plc:igl2ovdsclxzubsp5b6mglrb/bafkreicvkjwbsbmb72ezcgcc6lrnghafepocrvcoazobaro2ti5mztnqrq@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-09-22T02:10:17.387Z,Cork City Beamish enjoyer. Ag foghlaim arís.,2025-11-02T21:00:57.417Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:i7ehf27tvt3bucjcxommpmpu,acefromouterspace.bsky.social,Secret Third Thing ,https://cdn.bsky.app/img/avatar/plain/did:plc:i7ehf27tvt3bucjcxommpmpu/bafkreibg74cstyuqe4dqi36ncm3fcnrddawq3tjx5xx4ezc6wi4eerazb4@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-09-23T22:50:33.514Z,"Uh former entomologist, Writing MA Achieved instead. Cartoons reprogrammed my brain at some point. “I am a person” trying out pronouns of Per/Pers. super normal about Ancient Egypt as well. Everyone knows if Piers was real I’d propose",2024-12-12T19:11:47.413Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:huauzpf4kixhegvbp2d7wxwi,brendagough.bsky.social,Brenda Gough,https://cdn.bsky.app/img/avatar/plain/did:plc:huauzpf4kixhegvbp2d7wxwi/bafkreiao32rgurlc3v2lu7i2f3jyvfvzrcwsyl4cgl3bcivtqlqjmbjroi@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-09-18T19:34:07.199Z,"Civil rights activist, community gardener, LGBTQ ally. 
Member of Reclaim the Agenda.
https://www.reclaimtheagenda.com/
Says ""fuck"" a lot and also completely out of the giving of them. 
Irish. Belfast Mammy #IrishBlueSky 
Saoirse Don Phalaistín.",2025-09-15T21:51:40.565Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:har4i535fc7jres2p3oqsyay,allanartist.bsky.social,Allan,https://cdn.bsky.app/img/avatar/plain/did:plc:har4i535fc7jres2p3oqsyay/bafkreia4ekzfabfmgeqsp7mfdpgzjn5zq3snt4dec6kwueb5yueufu2o4a@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-10-02T15:11:29.744Z,"Cartoonist and caricature artist
www.caricatures-ireland.com",2025-11-17T18:18:53.517Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:g7dqbyl5nto352wxfbwqcwld,weecat85.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:g7dqbyl5nto352wxfbwqcwld/bafkreihnuij5mtjhhlj3gdauapfgzrgjr6h4ug7xydkeddzs3ug3q6bcoe@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-11-15T11:31:41.075Z,"Nature and social justice nut, free Palestine 🇵🇸 , proud exiled Scot🏴󠁧󠁢󠁳󠁣󠁴󠁿, public sector and Trade Unionist to my core. Stand by Ukraine 🇺🇦 and it's diaspora and all the people suffering under the US administration. Green Party member.",2025-11-02T12:44:14.717Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:fw54bretcmizoti3u7q3pwin,stephencward.com,Stíofán Mhac an Bhaird (Stephen Ward),https://cdn.bsky.app/img/avatar/plain/did:plc:fw54bretcmizoti3u7q3pwin/bafkreicaejwhumxgxq7d376ccgbpnqtvnhtxbo6f27gk7rqc4ljbcdbtbm@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-06-23T10:35:28.186Z,"Comic-loving bookworm. Scribbler of words and images.  (cis,he/him)

Website: https://stephencward.com

Avatar by Debbie Jenkinson",2025-10-22T12:30:24.616Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:fowxeimonpawlp4owiv24zjm,oceanclub.bsky.social,Dr Neutopia,https://cdn.bsky.app/img/avatar/plain/did:plc:fowxeimonpawlp4owiv24zjm/bafkreiarg5rjd2xuc2kcdoclefqklp6t3zrcy67c47mykos3tibo5c4anm@jpeg,following,followers,FALSE,FALSE,did:plc:fowxeimonpawlp4owiv24zjm,at://did:plc:fowxeimonpawlp4owiv24zjm/app.bsky.actor.profile/self,bafyreihtmrc6s27ndqldabmkmf4jyu74qrhznu4mnbqnwfmhw3wvo3n7um,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-16T22:58:48.896Z,Monster Truck Neutopian•Bearded lefty Marie-Antoinette shouting 'Let them eat Atkins'-Telegraph commenter•Alinsky-inspired 'ShameCulture warrior'-@AdamBaldwin,2025-09-25T16:04:00.310Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:fgaquljigtpyauomks26gjgk,renebatt.bsky.social,Paul Murray,https://cdn.bsky.app/img/avatar/plain/did:plc:fgaquljigtpyauomks26gjgk/bafkreihxrmvwtbynnbpbcoyflmqqhyzesax2ox6v3uhvzweepposjftqli@jpeg,following,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-25T20:45:12.970Z,"Artist, feeder of two cats,walker of my wife’s dogs, love art, poetry, James Joyce, St.Patrick’s Athletic, Leinster Rugby ( why are my teams so far away from where I live???) I live in Sligo, Nth West of Ireland: where W.B.Yeats is buried.",2024-11-14T20:08:56.064Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:dnvpi77gppcosuglhn7nngk3,eslsys.bsky.social,Kieran,https://cdn.bsky.app/img/avatar/plain/did:plc:dnvpi77gppcosuglhn7nngk3/bafkreif5ejj6zi3t3rb2d2aktk3vjlyrjfufzzkteykje47p6nqoua22gi@jpeg,following,followers,FALSE,FALSE,did:plc:dnvpi77gppcosuglhn7nngk3,at://did:plc:dnvpi77gppcosuglhn7nngk3/app.bsky.actor.profile/self,bafyreie5otoiyiqe3r3se2kwy5umpuguvvezmvj6y23nhbnfbiwjumoevy,!no-unauthenticated,1970-01-01T00:00:00.000Z,2024-01-02T09:27:51.655Z,"Escaping from exTwitter https://twitter.com/eslsys Software engineer. Lots of diverse interests Music (playing, listening), Reading, Film, #ClimateAction  🇵🇸

Hoping to follow everyone back, prioritising those with a bio and at least 1 post",2024-11-28T10:29:22.508Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:dldo62fxtad4cyxftbyukgkg,socialistciaran.bsky.social,Ciarán McKenna,https://cdn.bsky.app/img/avatar/plain/did:plc:dldo62fxtad4cyxftbyukgkg/bafkreigm5bcq3rizbs3dnuxhvrxx6xpb6hz6pzywyawn7dc3tsiu3up2jq@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2024-07-15T22:04:26.506Z,"Socialist, trade unionist. Militant-left.org #socialismorbarbarism",2024-11-13T20:09:19.415Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:db3chfqxlrsnjp2lqo4oycls,aiteall.bsky.social,,https://cdn.bsky.app/img/avatar/plain/did:plc:db3chfqxlrsnjp2lqo4oycls/bafkreib4xwi67yarpxazalqvgpezydehdzlkha23i7qxbhjh7s2svtwy7e@jpeg,NA,followers,FALSE,FALSE,did:plc:db3chfqxlrsnjp2lqo4oycls,at://did:plc:db3chfqxlrsnjp2lqo4oycls/app.bsky.actor.profile/self,bafyreiexzhr2mncp4sowtoulo3gykpzaivlfwvsdhvs2mynh6hlzjioinm,!no-unauthenticated,2024-11-14T13:42:19.251Z,2024-11-14T13:42:20.669Z,"Mostly Political Economy .
but also the odd yarn! Reposts don't necessarily represent my views.",2025-06-27T12:32:17.298Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:clsbk2dqqtxrpoiyt5zqq6d3,lilesosanna.bsky.social,lilesosanna,https://cdn.bsky.app/img/avatar/plain/did:plc:clsbk2dqqtxrpoiyt5zqq6d3/bafkreidbmnuvhvrqswpshdnyjrzsezrft4pnxydyy5s6l67o2qn22m4cz4@jpeg,NA,followers,FALSE,FALSE,did:plc:clsbk2dqqtxrpoiyt5zqq6d3,at://did:plc:clsbk2dqqtxrpoiyt5zqq6d3/app.bsky.actor.profile/self,bafyreidxxjdvckbftwk5mtsh24jofwcdalrlwx77vuudsuqmagoo2dn7ai,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-10-15T14:13:57.171Z,The Vegan Granny. Gardener. Beekeeper. Hedgerow wine. Batik Artist.  Conservationist. Bibliophile. Renovating old cottage in Ireland. Current affairs. Neurodiverse.,2025-11-27T18:56:57.290Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bzqnlmgnlanvenu2hxsrgze6,lynbw.bsky.social,lynbw,https://cdn.bsky.app/img/avatar/plain/did:plc:bzqnlmgnlanvenu2hxsrgze6/bafkreigmow7yiovw63asdc3kg5bo2ks7j44pjasezqzyvgjlthxch6we4m@jpeg,NA,followers,FALSE,FALSE,NA,NA,NA,NA,NA,2023-11-28T21:58:00.220Z,"visual artist: ❤️🧡💛💚💙💜🖤🤍🤎 
she/her",2025-08-16T13:25:08.564Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bzjctancupmf6cbk3eazuenz,rebelalliance77.bsky.social,David 🏳️‍🌈🇮🇪,https://cdn.bsky.app/img/avatar/plain/did:plc:bzjctancupmf6cbk3eazuenz/bafkreighapvyujietktgvkr3nvf3hfcgtwfijcojudypny2jonco7cxcei@jpeg,NA,followers,FALSE,FALSE,did:plc:bzjctancupmf6cbk3eazuenz,at://did:plc:bzjctancupmf6cbk3eazuenz/app.bsky.actor.profile/self,bafyreihpynwv7z236loejw2s7m7vhbw4smtxxqwr2pbksvmjtvrhgadesy,!no-unauthenticated,2025-04-09T11:25:47.492Z,2025-04-09T11:25:48.543Z,"Dubliner.
Coddle enthusiast. Fenian Cunt. Minion of the moon. Stuck up half witted scruffy looking nerf herder",2025-11-03T07:02:32.317Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
did:plc:bfgylvtnfvzomjbpv7wetcq3,regcoppinger.bsky.social,Reg Coppinger,https://cdn.bsky.app/img/avatar/plain/did:plc:bfgylvtnfvzomjbpv7wetcq3/bafkreico3zg2pl2lshqwdhiejqlz7htgdrzqhkp3ffye6lkhvdk7tlakqm@jpeg,following,followers,FALSE,FALSE,did:plc:bfgylvtnfvzomjbpv7wetcq3,at://did:plc:bfgylvtnfvzomjbpv7wetcq3/app.bsky.actor.profile/self,bafyreiab3zrtgenacyyfafa2jp6m27dttb5p7v4scgn7stffagalucjw7i,!no-unauthenticated,1970-01-01T00:00:00.000Z,2023-08-05T20:03:46.498Z,"Food, parkrun, football, books, and my dog Ollie. If that's not your thing, you know what to do!
Pronouns...she/her/hers. #Speirgorm",2024-11-19T13:47:54.338Z,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
